name,key_skills,salary_from,salary_to,salary_currency,area_name,published_at
Frontend / backend / fullstack intern,"Ruby
Ruby On Rails
React
Git
ООП",,,,Санкт-Петербург,2017-10-31T10:10:17+0300
"Senior python-разработчик / web developer (django, backbone)","Python
JavaScript
Django Framework",100000.0,120000.0,RUR,Москва,2017-06-21T09:37:29+0300
Программист python-django,"Python
Django Framework",120000.0,200000.0,KZT,Караганда,2017-06-29T07:50:29+0300
Ведущий backend разработчик (Java),"Redis
Git
Java
AWS
Linux
PostgreSQL",70000.0,140000.0,RUR,Екатеринбург,2017-08-11T15:49:20+0300
Golang backend разработчик,"Go
Golang
PostgreSQL
Git
Linux
Nginx
SaaS
JSON API
GraphQL
RabbitMQ
Ruby",,150000.0,RUR,Санкт-Петербург,2017-06-30T16:33:25+0300
Программист-разработчик backend,,140000.0,180000.0,RUR,Москва,2017-06-25T16:36:01+0300
"Разработчик back end, г. Тюмень",,,,,Тюмень,2017-11-27T10:27:01+0300
Программист Python/Django (backend),,,100000.0,RUR,Екатеринбург,2017-11-21T15:13:37+0300
Java Developer (backend) / Разработчик (бэкенд),,,,,Москва,2017-12-21T17:11:53+0300
Java Developer (backend) / Разработчик (бэкенд),,,,,Москва,2017-12-21T17:11:53+0300
Разработчик front end и back end,,150000.0,,KZT,Нур-Султан,2017-02-28T18:14:04+0300
"Тимлид, backend программист PHP","PHP
PostgreSQL
Redis
Linux",120000.0,160000.0,RUR,Санкт-Петербург,2017-02-28T18:59:17+0300
Junior javascript backend developer,,,,,Москва,2017-03-30T19:03:35+0300
Ведущий разработчик PHP (backend),,130000.0,150000.0,RUR,Москва,2017-03-01T11:59:18+0300
JS (backend) разработчик,"Java
Node.js
JavaScript
IT Recruitment
Веб-программирование
Web Application Development
HTML
CSS
SEO
AWS",500.0,,USD,Днепр (Днепропетровск),2017-11-03T13:28:31+0300
JS (backend) разработчик,"Java
Node.js
JavaScript
IT Recruitment
Веб-программирование
Web Application Development
HTML
CSS
SEO
AWS",500.0,,USD,Киев,2017-11-03T13:28:47+0300
JS (backend) разработчик,"Java
Node.js
JavaScript
IT Recruitment
Веб-программирование
Web Application Development
HTML
CSS
SEO
AWS",500.0,,USD,Львов,2017-11-03T13:28:54+0300
JS (backend) разработчик,"Java
Node.js
JavaScript
IT Recruitment
Веб-программирование
Web Application Development
HTML
CSS
SEO
AWS",500.0,,USD,Одесса,2017-11-03T13:28:50+0300
JS (backend) разработчик,"Java
Node.js
JavaScript
IT Recruitment
Веб-программирование
Web Application Development
HTML
CSS
SEO
AWS",500.0,,USD,Харьков,2017-11-03T13:28:43+0300
Программист- Разработчик С# (backend),,90000.0,170000.0,RUR,Москва,2017-11-06T20:45:42+0300
"Lead Java Backend Developer (Ведущий Java разработчик, бэкенд)",,,,,Москва,2017-08-02T14:07:33+0300
"Lead Java Backend Developer (Ведущий Java разработчик, бэкенд)",,,,,Санкт-Петербург,2017-08-02T14:07:28+0300
"Lead Java Backend Developer (Ведущий Java разработчик, бэкенд)",,,,,Новосибирск,2017-07-18T13:57:41+0300
Программист С# (backend),"C#
MS Visual Studio
MS SQL Server
Transact-SQL
.NET Framework
Web Application Development",40000.0,60000.0,RUR,Йошкар-Ола,2017-08-18T08:52:00+0300
Программист С# (backend),"C#
MS Visual Studio
MS SQL Server
Transact-SQL
.NET Framework
Web Application Development",40000.0,60000.0,RUR,Казань,2017-08-18T08:52:00+0300
Программист С# (backend),"C#
MS Visual Studio
MS SQL Server
Transact-SQL
.NET Framework
Web Application Development",40000.0,60000.0,RUR,Нижний Новгород,2017-08-18T08:52:00+0300
Программист С# (backend),"C#
MS Visual Studio
MS SQL Server
Transact-SQL
.NET Framework
Web Application Development",40000.0,60000.0,RUR,Саранск,2017-08-18T08:52:00+0300
Программист С# (backend),"C#
MS Visual Studio
MS SQL Server
Transact-SQL
.NET Framework
Web Application Development",40000.0,60000.0,RUR,Ульяновск,2017-08-18T08:52:00+0300
Начинающий Веб-разработчик (backend),"Веб-программирование
HTML
JavaScript
CSS
MySQL
PHP5
jQuery
PHP
HTML5
Администрирование сайтов
CSS3
Git
1С-Битрикс
Bootstrap
Ajax",15000.0,40000.0,RUR,Барнаул,2017-08-18T09:11:36+0300
Начинающий Веб-разработчик (backend),"Веб-программирование
HTML
JavaScript
CSS
MySQL
PHP5
jQuery
PHP
HTML5
Администрирование сайтов
CSS3
Git
1С-Битрикс
Bootstrap
Ajax",15000.0,40000.0,RUR,Кемерово,2017-08-18T09:11:36+0300
Начинающий Веб-разработчик (backend),"Веб-программирование
HTML
JavaScript
CSS
MySQL
PHP5
jQuery
PHP
HTML5
Администрирование сайтов
CSS3
Git
1С-Битрикс
Bootstrap
Ajax",15000.0,40000.0,RUR,Новокузнецк,2017-08-18T09:11:36+0300
Senior Java Developer (backend),,,,,Санкт-Петербург,2017-04-10T14:32:42+0300
"PHP-разработчик (backend, Laravel)","PHP
Git
CMS Wordpress
Laravel
MySQL",811.0,,BYR,Минск,2017-04-20T19:19:57+0300
Ведущий backend C# разработчик,,,,,Москва,2017-04-17T20:41:11+0300
Ведущий разработчик C# (backend),,,,,Москва,2017-03-13T17:59:38+0300
PHP разработчик (middle backend developer),"PHP5
Git
Ajax
MySQL
ООП
MVC",50000.0,100000.0,RUR,Санкт-Петербург,2017-10-24T15:31:59+0300
Инженер по автоматизированному тестированию (backend),,,,,Нижний Новгород,2017-10-24T15:45:40+0300
PHP ZEND/Web разработчик (backend),"PHP
Zend Framework
Magento
Prototype Js
MySQL
Linux
Git
TDD",60000.0,110000.0,RUR,Красноярск,2017-10-24T18:56:13+0300
.NET C# developer (backend),"C#
Microsoft Visual Studio
Azure
Xamarin
ASP.NET
WPF
Entity Framework
SQL Server
MongoDB
HTML
HTML5
CSS
ReactJS
AngularJS
knockoutJS
Typescript
jQuery
MVC
LINQ
ADO.NET
Git
.NET Framework
ООП",65000.0,80000.0,RUR,Екатеринбург,2017-11-23T19:36:51+0300
".NET C# developer (web, backend, mobile)","C#
jQuery
Git
MS SQL
ASP.NET
JavaScript
.NET Framework
Entity Framework
HTML
WCF
MS SQL Server
MS Visual Studio
WPF
CSS
Bootstrap
Ajax
HTML5
MVC",65000.0,80000.0,RUR,Пермь,2017-11-23T19:36:41+0300
C++ / Erlang backend developer,,,,,Киев,2017-10-24T20:13:10+0300
Ruby backend developer / RoR,,130000.0,,RUR,Москва,2017-10-24T23:13:04+0300
Senior backend - разработчик,,,,,Москва,2017-10-16T11:44:25+0300
Senior C# .NET backend developer,"C#
.NET Framework
REST
ASP.NET",120000.0,180000.0,RUR,Москва,2017-11-15T12:04:52+0300
.NET (backend) Developer,".NET Framework
C#",,,,Минск,2017-08-28T15:12:12+0300
"Middle backend developer (go, nodejs)","Linux
Docker
Golang",80000.0,100000.0,RUR,Иннополис,2017-08-28T16:01:17+0300
PHP backend developer,"MySQL
PHP
Git
HTML5
CSS3
ООП
jQuery",70000.0,,RUR,Йошкар-Ола,2017-06-13T12:35:56+0300
Junior PHP backend разработчик,"PHP
SQL
ООП
HTML
CSS
JavaScript
Git",40000.0,,RUR,Москва,2017-07-13T12:36:34+0300
PHP разработчик (back end),,,,,Екатеринбург,2017-03-13T13:47:54+0300
"Senior python-разработчик / web developer (django, backbone)","Python
JavaScript
Django Framework",100000.0,120000.0,RUR,Москва,2017-03-13T18:15:29+0300
"Web developer / веб-разработчик (backend, .net)",".NET Framework
Entity Framework
C#
MS SQL",,,,Нижний Новгород,2017-12-03T10:30:37+0300
"Web developer / веб-разработчик (backend, php)",,,,,Нижний Новгород,2017-12-03T10:31:21+0300
"Lead Java Backend Developer (Ведущий Java разработчик, бэкенд)",,,,,Москва,2017-11-03T12:01:02+0300
Junior javascript / nodejs backend developer,,,,,Москва,2017-09-27T12:13:48+0300
"Веб-разработчик (frontend, backend)",,30000.0,50000.0,RUR,Череповец,2017-01-11T19:40:01+0300
PHP программист на symfony (junior/middle position),,,,,Воронеж,2017-11-22T16:15:33+0300
Разработчик python/django,"Django Framework
Python",60000.0,80000.0,RUR,Санкт-Петербург,2017-11-22T17:32:26+0300
Программист-разработчик PHP (back end),,,,,Москва,2017-11-22T17:38:31+0300
"Full-stack разработчик (backend, frontend)","PHP
HTML
CSS
JavaScript
jQuery
AngularJS
Python
MySQL
Git
Linux
Unix",35000.0,,RUR,Саранск,2017-09-11T12:25:12+0300
Java backend,"SQL
MySQL
Java
Linux
JMM
Concurrency
Collections",150000.0,,RUR,Москва,2017-11-09T18:39:47+0300
Java backend developer,"SQL
MySQL
Java
Linux
JMM
Concurrency
Collections",130000.0,,RUR,Липецк,2017-09-11T13:50:56+0300
QA Automation Engineer (backend),"PHPUnit
PHP
PHP5
Codeception
Git
Yii
SQL
MySQL
Apache HTTP Server
Nginx
Linux
Jmeter
Postman
Модульное тестирование
Интеграционное тестирование
Автоматизация тестирования
QA",,,,Москва,2017-09-11T17:57:31+0300
"Программист PHP / backend-разработчик ""1С-Битрикс""","1С-Битрикс
PHP5
ООП
HTML5
CSS3
Git
Mercurial
jQuery
JavaScript
MVC
Создание сайтов
Веб-программирование
PHP
SQL
HTML
CSS
MySQL
PHP7
Bitrix framework
D7
Bootstrap",50000.0,70000.0,RUR,Оренбург,2017-05-25T10:56:21+0300
"Программист PHP / backend-разработчик ""1С-Битрикс""","1С-Битрикс
PHP5
ООП
HTML5
CSS3
Git
Mercurial
jQuery
JavaScript
MVC
Создание сайтов
Веб-программирование
PHP
SQL
HTML
CSS
MySQL
PHP7
Bitrix framework
D7
Bootstrap",50000.0,70000.0,RUR,Тверь,2017-04-27T17:41:39+0300
"Программист PHP / backend-разработчик ""1С-Битрикс""","1С-Битрикс
PHP5
ООП
HTML5
CSS3
Git
Mercurial
jQuery
JavaScript
MVC
Создание сайтов
Веб-программирование
PHP
SQL
HTML
CSS
MySQL
PHP7
Bitrix framework
D7
Bootstrap",50000.0,70000.0,RUR,Красноярск,2017-05-25T10:56:14+0300
"Программист PHP / backend-разработчик ""1С-Битрикс""","1С-Битрикс
PHP5
ООП
HTML5
CSS3
Git
Mercurial
jQuery
JavaScript
MVC
Создание сайтов
Веб-программирование
PHP
SQL
HTML
CSS
MySQL
PHP7
Bitrix framework
D7
Bootstrap",50000.0,70000.0,RUR,Дубна,2017-05-27T17:47:56+0300
Программист yii,,10000.0,,UAH,Киев,2017-09-13T01:24:46+0300
Middle backend-разработчик (PHP/Node.js),,,,,Москва,2017-04-11T10:05:06+0300
Старший backend-разработчик (Node.js),,,,,Москва,2017-04-11T10:05:06+0300
Программист full-stack or backend developer,,40000.0,80000.0,RUR,Волгоград,2017-06-05T10:32:42+0300
Стажер-разработчик (backend),,15000.0,15000.0,RUR,Нижний Новгород,2017-01-30T15:31:58+0300
PHP разработчик (backend),"PHP5
JavaScript
MySQL
HTML5
CSS3
jQuery
Linux
Ajax
ООП
SQL
XML
Bootstrap
MVC",,,,Москва,2017-03-14T10:57:41+0300
PHP-программист back end,,80000.0,100000.0,RUR,Москва,2017-02-27T13:13:33+0300
Junior PHP backend разработчик,"PHP
SQL
HTML
CSS
JavaScript
ООП",40000.0,80000.0,RUR,Москва,2017-10-19T11:27:20+0300
PHP-программист (backend),"PHP
SQL
MySQL
Nginx
Linux
Git
ООП
Yii
Yii2",70000.0,100000.0,RUR,Москва,2017-04-05T16:53:31+0300
PHP-developer (backend),"PHP5
JavaScript
jQuery
MySQL",,,,Москва,2017-06-14T10:21:05+0300
Senior backend developer (.NET/Azure),,,,,Киев,2017-02-23T16:19:14+0300
Senior backend developer,"Node.js
JavaScript
PostgreSQL
SQL
Backbone
Linux
SVN
Apache Tomcat",100000.0,,RUR,Нижний Новгород,2017-06-17T11:33:11+0300
Senior C++ developer (backend),,,,,Челябинск,2017-06-23T11:32:16+0300
PHP-разработчик (backend-developer),,50000.0,150000.0,RUR,Екатеринбург,2017-10-27T13:22:51+0300
Программист PHP (laravel),"PHP
jQuery
Git
PHP5
HTML5
JavaScript
1С-Битрикс
SQL
HTML
CSS",40000.0,,RUR,Москва,2017-11-02T00:00:38+0300
Senior backend разработчик (Golang),,120000.0,220000.0,RUR,Санкт-Петербург,2017-10-29T16:40:26+0300
Разработчик в группу мониторинга (C#/Java) backend,,,,,Екатеринбург,2017-05-29T08:24:32+0300
Web-разработчик (backend),"PHP
MySQL
jQuery
ООП
MVC
Git
JavaScript
Yii
Laravel
Ajax",90000.0,140000.0,RUR,Москва,2017-04-24T15:45:21+0300
Ruby on Rails backend разработчик,"Ruby On Rails
Git
PostgreSQL
Ruby
SQL
JSON API",130000.0,,RUR,Санкт-Петербург,2017-11-29T18:37:03+0300
Middle\Senior backend-разработчик,"Node.js
express.js
JavaScript
PostgreSQL
MongoDB
Linux",,,,Москва,2017-11-29T22:23:04+0300
Teamlead команды backend-разработки,"Node.js
Express.js
JavaScript
PostgreSQL
MongoDB
Linux",150000.0,,RUR,Москва,2017-11-22T09:44:46+0300
Senior backend developer,,300000.0,,KZT,Алматы,2017-11-30T07:31:53+0300
Младший backend-разработчик (IBM Integration Bus),"IBM
SQL
Серверное программирование
Bank Software",,,,Москва,2017-11-27T11:31:50+0300
Тестировщик Java backend,,30000.0,60000.0,RUR,Санкт-Петербург,2017-09-15T15:12:34+0300
Middle backend developer PHP (веб-разработчик),"PHP5
ООП
MVC
Git
Linux",50000.0,80000.0,RUR,Санкт-Петербург,2017-10-16T16:16:01+0300
Программист-разработчик django,,,,,Томск,2017-11-11T18:22:19+0300
Backend-разработчик Go (Go backend developer),"Go
Golang
Redis
Memcached
ООП
RabbitMQ
MongoDB
PHP
Linux
Разработка ПО
Микросервисная архитектура
Git",2200.0,,USD,Киев,2017-12-04T18:34:14+0300
Backend-разработчик Go (Go backend developer),"Go
Golang
Redis
Memcached
ООП
RabbitMQ
MongoDB
PHP
Linux
Разработка ПО
Микросервисная архитектура
Git",2200.0,,USD,Одесса,2017-12-04T18:34:14+0300
Backend-разработчик Go (Go backend developer),"Go
Golang
Redis
Memcached
ООП
RabbitMQ
MongoDB
PHP
Linux
Разработка ПО
Микросервисная архитектура
Git",2200.0,,USD,Харьков,2017-12-04T18:34:14+0300
Python разработчик (backend),,,,,Санкт-Петербург,2017-05-10T16:27:06+0300
Junior backend-разработчик,,30000.0,,RUR,Тверь,2017-05-02T20:56:58+0300
Web-разработчик (frontend/backend для hybrid apps / PWA),"AngularJS
JavaScript
Node.js
HTML5
CSS3
Ajax
SQL
NoSQL
SOAP
XML
JSON API",50000.0,120000.0,RUR,Уфа,2017-04-08T04:27:02+0300
Web разработчик на backend,"Python
Django Framework
AngularJS
CSS
JavaScript
MySQL
Linux",40000.0,80000.0,RUR,Москва,2017-04-10T08:39:20+0300
PHP backend developer,"PHP
HTML
JavaScript
MySQL
ООП
SQL
HTML5
jQuery
PostgreSQL",30000.0,60000.0,RUR,Ростов-на-Дону,2017-06-22T15:32:24+0300
Full stack web developer (front end + backend) PHP/NodeJS,"PHP
Node.js
JavaScript
AngularJS
Backbone
Bootstrap",80000.0,150000.0,RUR,Москва,2017-07-23T06:19:29+0300
